,tig1,tig1len,tig1_freq,dir2,tig2,tig2len,tig2_freq,dir2,n_barcodes
5120,tig00007807_pilon_pilon,59640,5,f,tig00001660_pilon_pilon,67335,59,f,1
5121,tig00001660_pilon_pilon,67335,59,r,tig00007807_pilon_pilon,59640,5,r,1
5122,tig00000289_pilon_pilon,80125,31,f,tig00000375_pilon_pilon,84632,37,f,1
5123,tig00000375_pilon_pilon,84632,37,r,tig00000289_pilon_pilon,80125,31,r,1
5124,tig00000289_pilon_pilon,80125,31,r,tig00000377_pilon_pilon,93106,47,f,1
5125,tig00000377_pilon_pilon,93106,47,r,tig00000289_pilon_pilon,80125,31,f,1
5126,tig00000289_pilon_pilon,80125,31,r,tig00000382_pilon_pilon,16605972,41,f,1
5127,tig00000382_pilon_pilon,16605972,41,r,tig00000289_pilon_pilon,80125,31,f,1
5128,tig00000289_pilon_pilon,80125,31,f,tig00000632_pilon_pilon,64264,23,r,1
5129,tig00000632_pilon_pilon,64264,23,f,tig00000289_pilon_pilon,80125,31,r,1
5130,tig00000289_pilon_pilon,80125,31,r,tig00000746_pilon_pilon,59061,17,f,1
5131,tig00000746_pilon_pilon,59061,17,r,tig00000289_pilon_pilon,80125,31,f,1
5132,tig00000289_pilon_pilon,80125,31,r,tig00000059_pilon_pilon,105109,25,f,1
5133,tig00000059_pilon_pilon,105109,25,r,tig00000289_pilon_pilon,80125,31,f,1
5134,tig00000289_pilon_pilon,80125,31,f,tig00000871_pilon_pilon,14539349,101,f,1
5135,tig00000871_pilon_pilon,14539349,101,r,tig00000289_pilon_pilon,80125,31,r,1
5136,tig00000289_pilon_pilon,80125,31,r,tig00000955_pilon_pilon,67006,29,r,1
5137,tig00000955_pilon_pilon,67006,29,f,tig00000289_pilon_pilon,80125,31,f,1
5138,tig00000289_pilon_pilon,80125,31,r,tig00001106_pilon_pilon,281461,27,r,1
5139,tig00001106_pilon_pilon,281461,27,f,tig00000289_pilon_pilon,80125,31,f,1
5140,tig00000289_pilon_pilon,80125,31,f,tig00001284_pilon_pilon,3024975,11,r,1
5141,tig00001284_pilon_pilon,3024975,11,f,tig00000289_pilon_pilon,80125,31,r,1
5142,tig00000289_pilon_pilon,80125,31,r,tig00001423_pilon_pilon,4343316,29,r,1
5143,tig00001423_pilon_pilon,4343316,29,f,tig00000289_pilon_pilon,80125,31,f,1
5144,tig00000289_pilon_pilon,80125,31,r,tig00001749_pilon_pilon,53848,7,f,1
5145,tig00001749_pilon_pilon,53848,7,r,tig00000289_pilon_pilon,80125,31,f,1
5146,tig00000289_pilon_pilon,80125,31,r,tig00001816_pilon_pilon,83211,15,r,1
5147,tig00001816_pilon_pilon,83211,15,f,tig00000289_pilon_pilon,80125,31,f,1
5148,tig00007814_pilon_pilon,94881,31,r,tig00007815_pilon_pilon,64870,3,f,1
5149,tig00007815_pilon_pilon,64870,3,r,tig00007814_pilon_pilon,94881,31,f,1
5150,tig00007814_pilon_pilon,94881,31,r,tig00000448_pilon_pilon,111118,37,r,1
5151,tig00000448_pilon_pilon,111118,37,f,tig00007814_pilon_pilon,94881,31,f,1
5152,tig00007814_pilon_pilon,94881,31,r,tig00000497_pilon_pilon,60955,23,f,1
5153,tig00000497_pilon_pilon,60955,23,r,tig00007814_pilon_pilon,94881,31,f,1
5154,tig00007814_pilon_pilon,94881,31,r,tig00000717_pilon_pilon,104119,49,f,1
5155,tig00000717_pilon_pilon,104119,49,r,tig00007814_pilon_pilon,94881,31,f,1
5156,tig00007814_pilon_pilon,94881,31,r,tig00000816_pilon_pilon,49375,11,f,1
5157,tig00000816_pilon_pilon,49375,11,r,tig00007814_pilon_pilon,94881,31,f,1
5158,tig00007814_pilon_pilon,94881,31,r,tig00000881_pilon_pilon,72008,29,r,1
5159,tig00000881_pilon_pilon,72008,29,f,tig00007814_pilon_pilon,94881,31,f,1
5160,tig00007814_pilon_pilon,94881,31,r,tig00001041_pilon_pilon,80291,33,f,1
5161,tig00001041_pilon_pilon,80291,33,r,tig00007814_pilon_pilon,94881,31,f,1
5162,tig00007814_pilon_pilon,94881,31,r,tig00001106_pilon_pilon,281461,27,r,1
5163,tig00001106_pilon_pilon,281461,27,f,tig00007814_pilon_pilon,94881,31,f,1
5164,tig00007814_pilon_pilon,94881,31,r,tig00001357_pilon_pilon,72209,31,f,1
5165,tig00001357_pilon_pilon,72209,31,r,tig00007814_pilon_pilon,94881,31,f,1
5166,tig00007814_pilon_pilon,94881,31,r,tig00001436_pilon_pilon,73035,33,f,1
5167,tig00001436_pilon_pilon,73035,33,r,tig00007814_pilon_pilon,94881,31,f,1
5168,tig00007814_pilon_pilon,94881,31,r,tig00001526_pilon_pilon,3420687,77,f,1
5169,tig00001526_pilon_pilon,3420687,77,r,tig00007814_pilon_pilon,94881,31,f,1
5170,tig00007815_pilon_pilon,64870,3,r,tig00000955_pilon_pilon,67006,29,r,1
5171,tig00000955_pilon_pilon,67006,29,f,tig00007815_pilon_pilon,64870,3,f,1
5172,tig00007819_pilon_pilon,2442143,61,f,tig00000328_pilon_pilon,91140,35,f,1
5173,tig00000328_pilon_pilon,91140,35,r,tig00007819_pilon_pilon,2442143,61,r,1
5174,tig00007819_pilon_pilon,2442143,61,f,tig00983175_pilon_pilon,53057,17,f,1
5175,tig00983175_pilon_pilon,53057,17,r,tig00007819_pilon_pilon,2442143,61,r,1
5176,tig00007819_pilon_pilon,2442143,61,f,tig00000621_pilon_pilon,58491,5,r,1
5177,tig00000621_pilon_pilon,58491,5,f,tig00007819_pilon_pilon,2442143,61,r,1
5178,tig00007819_pilon_pilon,2442143,40,f,tig00001176_pilon_pilon,1151979,42,f,22
5179,tig00001176_pilon_pilon,1151979,42,r,tig00007819_pilon_pilon,2442143,40,r,22
5180,tig00007819_pilon_pilon,2442143,61,f,tig00001340_pilon_pilon,76709,33,f,1
5181,tig00001340_pilon_pilon,76709,33,r,tig00007819_pilon_pilon,2442143,61,r,1
5182,tig00007819_pilon_pilon,2442143,61,f,tig00001532_pilon_pilon,64529,27,f,1
5183,tig00001532_pilon_pilon,64529,27,r,tig00007819_pilon_pilon,2442143,61,r,1
5184,tig00007819_pilon_pilon,2442143,61,f,tig00001577_pilon_pilon,98119,17,f,1
5185,tig00001577_pilon_pilon,98119,17,r,tig00007819_pilon_pilon,2442143,61,r,1
5186,tig00007821_pilon_pilon,224748,11,r,tig00000834_pilon_pilon,13555200,15,f,1
5187,tig00000834_pilon_pilon,13555200,15,r,tig00007821_pilon_pilon,224748,11,f,1
5188,tig00007821_pilon_pilon,224748,11,r,tig00000887_pilon_pilon,13679934,47,r,1
5189,tig00000887_pilon_pilon,13679934,47,f,tig00007821_pilon_pilon,224748,11,f,1
5190,tig00007821_pilon_pilon,224748,11,r,tig00000902_pilon_pilon,75614,11,r,1
5191,tig00000902_pilon_pilon,75614,11,f,tig00007821_pilon_pilon,224748,11,f,1
5192,tig00007821_pilon_pilon,224748,11,r,tig00001037_pilon_pilon,64490,7,f,1
5193,tig00001037_pilon_pilon,64490,7,r,tig00007821_pilon_pilon,224748,11,f,1
5194,tig00000291_pilon_pilon,61451,13,f,tig00000671_pilon_pilon,94214,41,r,1
5195,tig00000671_pilon_pilon,94214,41,f,tig00000291_pilon_pilon,61451,13,r,1
5196,tig00000291_pilon_pilon,61451,13,f,tig00000904_pilon_pilon,72962,13,f,1
5197,tig00000904_pilon_pilon,72962,13,r,tig00000291_pilon_pilon,61451,13,r,1
5198,tig00000291_pilon_pilon,61451,13,f,tig00000097_pilon_pilon,59106,27,f,1
5199,tig00000097_pilon_pilon,59106,27,r,tig00000291_pilon_pilon,61451,13,r,1
5200,tig00000291_pilon_pilon,61451,13,f,tig00001265_pilon_pilon,6603940,33,r,1
5201,tig00001265_pilon_pilon,6603940,33,f,tig00000291_pilon_pilon,61451,13,r,1
5202,tig00000291_pilon_pilon,61451,13,f,tig00001363_pilon_pilon,856149,17,f,1
5203,tig00001363_pilon_pilon,856149,17,r,tig00000291_pilon_pilon,61451,13,r,1
5204,tig00000291_pilon_pilon,61451,13,f,tig00001563_pilon_pilon,3420101,33,r,1
5205,tig00001563_pilon_pilon,3420101,33,f,tig00000291_pilon_pilon,61451,13,r,1
5206,tig00007827_pilon_pilon,502654,21,f,tig00007865_pilon_pilon,424086,67,f,1
5207,tig00007865_pilon_pilon,424086,67,r,tig00007827_pilon_pilon,502654,21,r,1
5208,tig00007827_pilon_pilon,502654,21,f,tig00007887_pilon_pilon,523120,17,f,1
5209,tig00007887_pilon_pilon,523120,17,r,tig00007827_pilon_pilon,502654,21,r,1
5210,tig00007827_pilon_pilon,502654,21,f,tig00000383_pilon_pilon,74578,17,f,1
5211,tig00000383_pilon_pilon,74578,17,r,tig00007827_pilon_pilon,502654,21,r,1
5212,tig00007827_pilon_pilon,502654,21,f,tig00000744_pilon_pilon,56323,7,r,1
5213,tig00000744_pilon_pilon,56323,7,f,tig00007827_pilon_pilon,502654,21,r,1
5214,tig00007827_pilon_pilon,502654,21,f,tig00001483_pilon_pilon,4106225,81,f,1
5215,tig00001483_pilon_pilon,4106225,81,r,tig00007827_pilon_pilon,502654,21,r,1
5216,tig00007830_pilon_pilon,739098,19,f,tig00007976_pilon_pilon,92605,25,f,7
5217,tig00007976_pilon_pilon,92605,25,r,tig00007830_pilon_pilon,739098,19,r,7
5218,tig00007830_pilon_pilon,739098,25,f,tig00000716_pilon_pilon,96610,37,f,1
5219,tig00000716_pilon_pilon,96610,37,r,tig00007830_pilon_pilon,739098,25,r,1
5220,tig00007830_pilon_pilon,739098,25,f,tig00001261_pilon_pilon,99330,31,f,1
5221,tig00001261_pilon_pilon,99330,31,r,tig00007830_pilon_pilon,739098,25,r,1
5222,tig00007830_pilon_pilon,739098,25,f,tig00000114_pilon_pilon,88152,25,f,1
5223,tig00000114_pilon_pilon,88152,25,r,tig00007830_pilon_pilon,739098,25,r,1
5224,tig00000292_pilon_pilon,54284036,92,r,tig00000295_pilon_pilon,104816,32,f,22
5225,tig00000295_pilon_pilon,104816,32,r,tig00000292_pilon_pilon,54284036,92,f,22
5226,tig00000292_pilon_pilon,54284036,113,f,tig00000328_pilon_pilon,91140,35,r,1
5227,tig00000328_pilon_pilon,91140,35,f,tig00000292_pilon_pilon,54284036,113,r,1
5228,tig00000292_pilon_pilon,54284036,113,f,tig00000028_pilon_pilon,52983,15,f,1
5229,tig00000028_pilon_pilon,52983,15,r,tig00000292_pilon_pilon,54284036,113,r,1
5230,tig00000292_pilon_pilon,54284036,113,r,tig00000047_pilon_pilon,83324,35,r,1
5231,tig00000047_pilon_pilon,83324,35,f,tig00000292_pilon_pilon,54284036,113,f,1
5232,tig00000292_pilon_pilon,54284036,113,f,tig00000925_pilon_pilon,103393,31,f,1
5233,tig00000925_pilon_pilon,103393,31,r,tig00000292_pilon_pilon,54284036,113,r,1
5234,tig00000292_pilon_pilon,54284036,101,f,tig00000959_pilon_pilon,12904152,25,r,13
5235,tig00000959_pilon_pilon,12904152,25,f,tig00000292_pilon_pilon,54284036,101,r,13
5236,tig00000292_pilon_pilon,54284036,113,r,tig00000963_pilon_pilon,9083226,31,f,1
5237,tig00000963_pilon_pilon,9083226,31,r,tig00000292_pilon_pilon,54284036,113,f,1
5238,tig00000292_pilon_pilon,54284036,113,f,tig00001064_pilon_pilon,58336,31,f,1
5239,tig00001064_pilon_pilon,58336,31,r,tig00000292_pilon_pilon,54284036,113,r,1
5240,tig00000292_pilon_pilon,54284036,113,r,tig00001085_pilon_pilon,9659630,53,f,1
5241,tig00001085_pilon_pilon,9659630,53,r,tig00000292_pilon_pilon,54284036,113,f,1
5242,tig00000292_pilon_pilon,54284036,113,r,tig00001139_pilon_pilon,57173,11,f,1
5243,tig00001139_pilon_pilon,57173,11,r,tig00000292_pilon_pilon,54284036,113,f,1
5244,tig00000292_pilon_pilon,54284036,113,f,tig00001213_pilon_pilon,90495,23,r,1
5245,tig00001213_pilon_pilon,90495,23,f,tig00000292_pilon_pilon,54284036,113,r,1
5246,tig00000292_pilon_pilon,54284036,113,f,tig00001245_pilon_pilon,240395,23,f,1
5247,tig00001245_pilon_pilon,240395,23,r,tig00000292_pilon_pilon,54284036,113,r,1
5248,tig00000292_pilon_pilon,54284036,113,r,tig00001252_pilon_pilon,105277,43,r,1
5249,tig00001252_pilon_pilon,105277,43,f,tig00000292_pilon_pilon,54284036,113,f,1
5250,tig00000292_pilon_pilon,54284036,113,f,tig00001259_pilon_pilon,70477,19,f,1
5251,tig00001259_pilon_pilon,70477,19,r,tig00000292_pilon_pilon,54284036,113,r,1
5252,tig00000292_pilon_pilon,54284036,113,r,tig00001311_pilon_pilon,99281,17,r,1
5253,tig00001311_pilon_pilon,99281,17,f,tig00000292_pilon_pilon,54284036,113,f,1
5254,tig00000292_pilon_pilon,54284036,113,f,tig00001357_pilon_pilon,72209,31,r,1
5255,tig00001357_pilon_pilon,72209,31,f,tig00000292_pilon_pilon,54284036,113,r,1
5256,tig00000292_pilon_pilon,54284036,113,f,tig00001358_pilon_pilon,53171,9,r,1
5257,tig00001358_pilon_pilon,53171,9,f,tig00000292_pilon_pilon,54284036,113,r,1
5258,tig00000292_pilon_pilon,54284036,113,r,tig00001660_pilon_pilon,67335,59,r,1
5259,tig00001660_pilon_pilon,67335,59,f,tig00000292_pilon_pilon,54284036,113,f,1
5260,tig00000292_pilon_pilon,54284036,113,r,tig00001774_pilon_pilon,1951011,35,f,1
5261,tig00001774_pilon_pilon,1951011,35,r,tig00000292_pilon_pilon,54284036,113,f,1
5262,tig00007838_pilon_pilon,452724,1,r,tig00001255_pilon_pilon,81445,15,f,1
5263,tig00001255_pilon_pilon,81445,15,r,tig00007838_pilon_pilon,452724,1,f,1
5264,tig00007844_pilon_pilon,173400,17,f,tig00007865_pilon_pilon,424086,67,f,1
5265,tig00007865_pilon_pilon,424086,67,r,tig00007844_pilon_pilon,173400,17,r,1
5266,tig00007844_pilon_pilon,173400,17,f,tig00000048_pilon_pilon,77437,25,r,1
5267,tig00000048_pilon_pilon,77437,25,f,tig00007844_pilon_pilon,173400,17,r,1
5268,tig00007844_pilon_pilon,173400,17,f,tig00000984_pilon_pilon,44940,7,r,1
5269,tig00000984_pilon_pilon,44940,7,f,tig00007844_pilon_pilon,173400,17,r,1
5270,tig00007844_pilon_pilon,173400,17,f,tig00001299_pilon_pilon,64088,13,f,1
5271,tig00001299_pilon_pilon,64088,13,r,tig00007844_pilon_pilon,173400,17,r,1
5272,tig00007844_pilon_pilon,173400,17,f,tig00001684_pilon_pilon,141368,57,f,1
5273,tig00001684_pilon_pilon,141368,57,r,tig00007844_pilon_pilon,173400,17,r,1
5274,tig00007844_pilon_pilon,173400,17,f,tig00000145_pilon_pilon,66889,25,r,1
5275,tig00000145_pilon_pilon,66889,25,f,tig00007844_pilon_pilon,173400,17,r,1
5276,tig00000294_pilon_pilon,102710,15,r,tig00000375_pilon_pilon,84632,37,r,1
5277,tig00000375_pilon_pilon,84632,37,f,tig00000294_pilon_pilon,102710,15,f,1
5278,tig00000294_pilon_pilon,102710,15,r,tig00000448_pilon_pilon,111118,37,r,1
5279,tig00000448_pilon_pilon,111118,37,f,tig00000294_pilon_pilon,102710,15,f,1
5280,tig00000294_pilon_pilon,102710,15,r,tig00000049_pilon_pilon,100085,45,r,1
5281,tig00000049_pilon_pilon,100085,45,f,tig00000294_pilon_pilon,102710,15,f,1
5282,tig00000294_pilon_pilon,102710,15,f,tig00000855_pilon_pilon,64671,11,f,1
5283,tig00000855_pilon_pilon,64671,11,r,tig00000294_pilon_pilon,102710,15,r,1
5284,tig00000294_pilon_pilon,102710,15,r,tig00000007_pilon_pilon,76724,29,f,1
5285,tig00000007_pilon_pilon,76724,29,r,tig00000294_pilon_pilon,102710,15,f,1
5286,tig00000294_pilon_pilon,102710,15,f,tig00000105_pilon_pilon,98072,15,r,1
5287,tig00000105_pilon_pilon,98072,15,f,tig00000294_pilon_pilon,102710,15,r,1
5288,tig00000294_pilon_pilon,102710,15,f,tig00001555_pilon_pilon,98024,27,f,1
5289,tig00001555_pilon_pilon,98024,27,r,tig00000294_pilon_pilon,102710,15,r,1
5290,tig00007848_pilon_pilon,156511,47,r,tig00000394_pilon_pilon,93258,25,r,1
5291,tig00000394_pilon_pilon,93258,25,f,tig00007848_pilon_pilon,156511,47,f,1
5292,tig00007848_pilon_pilon,156511,47,r,tig00000470_pilon_pilon,91041,47,r,1
5293,tig00000470_pilon_pilon,91041,47,f,tig00007848_pilon_pilon,156511,47,f,1
5294,tig00007848_pilon_pilon,156511,47,r,tig00000482_pilon_pilon,62523,11,f,1
5295,tig00000482_pilon_pilon,62523,11,r,tig00007848_pilon_pilon,156511,47,f,1
5296,tig00007848_pilon_pilon,156511,47,r,tig00000512_pilon_pilon,100500,21,f,1
5297,tig00000512_pilon_pilon,100500,21,r,tig00007848_pilon_pilon,156511,47,f,1
5298,tig00007848_pilon_pilon,156511,47,r,tig00000562_pilon_pilon,73398,23,f,1
5299,tig00000562_pilon_pilon,73398,23,r,tig00007848_pilon_pilon,156511,47,f,1
5300,tig00007848_pilon_pilon,156511,47,r,tig00000891_pilon_pilon,58389,5,f,1
5301,tig00000891_pilon_pilon,58389,5,r,tig00007848_pilon_pilon,156511,47,f,1
5302,tig00007848_pilon_pilon,156511,47,r,tig00001492_pilon_pilon,58150,13,r,1
5303,tig00001492_pilon_pilon,58150,13,f,tig00007848_pilon_pilon,156511,47,f,1
5304,tig00007849_pilon_pilon,336987,53,f,tig00007865_pilon_pilon,424086,67,f,1
5305,tig00007865_pilon_pilon,424086,67,r,tig00007849_pilon_pilon,336987,53,r,1
5306,tig00007849_pilon_pilon,336987,53,f,tig00007875_pilon_pilon,161468,23,f,1
5307,tig00007875_pilon_pilon,161468,23,r,tig00007849_pilon_pilon,336987,53,r,1
5308,tig00007849_pilon_pilon,336987,53,f,tig00000328_pilon_pilon,91140,35,r,1
5309,tig00000328_pilon_pilon,91140,35,f,tig00007849_pilon_pilon,336987,53,r,1
5310,tig00007849_pilon_pilon,336987,53,f,tig00000414_pilon_pilon,80701,35,f,1
5311,tig00000414_pilon_pilon,80701,35,r,tig00007849_pilon_pilon,336987,53,r,1
5312,tig00007849_pilon_pilon,336987,53,f,tig00000640_pilon_pilon,63919,17,f,1
5313,tig00000640_pilon_pilon,63919,17,r,tig00007849_pilon_pilon,336987,53,r,1
5314,tig00007849_pilon_pilon,336987,53,f,tig00000812_pilon_pilon,66197,29,f,1
5315,tig00000812_pilon_pilon,66197,29,r,tig00007849_pilon_pilon,336987,53,r,1
5316,tig00007849_pilon_pilon,336987,53,f,tig00000086_pilon_pilon,93824,7,r,1
5317,tig00000086_pilon_pilon,93824,7,f,tig00007849_pilon_pilon,336987,53,r,1
5318,tig00007849_pilon_pilon,336987,53,f,tig00000091_pilon_pilon,51703,11,f,1
5319,tig00000091_pilon_pilon,51703,11,r,tig00007849_pilon_pilon,336987,53,r,1
5320,tig00007849_pilon_pilon,336987,53,f,tig00001148_pilon_pilon,52259,7,f,1
5321,tig00001148_pilon_pilon,52259,7,r,tig00007849_pilon_pilon,336987,53,r,1
5322,tig00007849_pilon_pilon,336987,53,f,tig00001171_pilon_pilon,2571389,37,r,1
5323,tig00001171_pilon_pilon,2571389,37,f,tig00007849_pilon_pilon,336987,53,r,1
5324,tig00007849_pilon_pilon,336987,53,f,tig00001344_pilon_pilon,1825866,13,f,1
5325,tig00001344_pilon_pilon,1825866,13,r,tig00007849_pilon_pilon,336987,53,r,1
5326,tig00007849_pilon_pilon,336987,53,f,tig00001377_pilon_pilon,101030,17,f,1
5327,tig00001377_pilon_pilon,101030,17,r,tig00007849_pilon_pilon,336987,53,r,1
5328,tig00007849_pilon_pilon,336987,53,f,tig00001432_pilon_pilon,68993,37,f,1
5329,tig00001432_pilon_pilon,68993,37,r,tig00007849_pilon_pilon,336987,53,r,1
5330,tig00007849_pilon_pilon,336987,53,f,tig00001458_pilon_pilon,52399,19,r,1
5331,tig00001458_pilon_pilon,52399,19,f,tig00007849_pilon_pilon,336987,53,r,1
5332,tig00007849_pilon_pilon,336987,53,f,tig00000129_pilon_pilon,66869,21,r,1
5333,tig00000129_pilon_pilon,66869,21,f,tig00007849_pilon_pilon,336987,53,r,1
5334,tig00007849_pilon_pilon,336987,53,f,tig00000130_pilon_pilon,69317,21,f,1
5335,tig00000130_pilon_pilon,69317,21,r,tig00007849_pilon_pilon,336987,53,r,1
5336,tig00007849_pilon_pilon,336987,53,f,tig00001732_pilon_pilon,2332131,29,f,1
5337,tig00001732_pilon_pilon,2332131,29,r,tig00007849_pilon_pilon,336987,53,r,1
5338,tig00007849_pilon_pilon,336987,53,f,tig00001826_pilon_pilon,76385,11,r,1
5339,tig00001826_pilon_pilon,76385,11,f,tig00007849_pilon_pilon,336987,53,r,1
5340,tig00007850_pilon_pilon,1180526,25,r,tig00000030_pilon_pilon,63836,21,f,1
5341,tig00000030_pilon_pilon,63836,21,r,tig00007850_pilon_pilon,1180526,25,f,1
5342,tig00007850_pilon_pilon,1180526,25,r,tig00000939_pilon_pilon,65370,15,r,1
5343,tig00000939_pilon_pilon,65370,15,f,tig00007850_pilon_pilon,1180526,25,f,1
5344,tig00007850_pilon_pilon,1180526,25,r,tig00001043_pilon_pilon,98812,13,f,1
5345,tig00001043_pilon_pilon,98812,13,r,tig00007850_pilon_pilon,1180526,25,f,1
5346,tig00007850_pilon_pilon,1180526,25,r,tig00001064_pilon_pilon,58336,31,r,1
5347,tig00001064_pilon_pilon,58336,31,f,tig00007850_pilon_pilon,1180526,25,f,1
5348,tig00007850_pilon_pilon,1180526,25,r,tig00001198_pilon_pilon,73848,23,r,1
5349,tig00001198_pilon_pilon,73848,23,f,tig00007850_pilon_pilon,1180526,25,f,1
5350,tig00007850_pilon_pilon,1180526,25,r,tig00001201_pilon_pilon,358839,71,f,1
5351,tig00001201_pilon_pilon,358839,71,r,tig00007850_pilon_pilon,1180526,25,f,1
5352,tig00007850_pilon_pilon,1180526,22,r,tig00001715_pilon_pilon,1539268,16,f,4
5353,tig00001715_pilon_pilon,1539268,16,r,tig00007850_pilon_pilon,1180526,22,f,4
5354,tig00007852_pilon_pilon,448558,5,f,tig00001689_pilon_pilon,58150,9,f,3
5355,tig00001689_pilon_pilon,58150,9,r,tig00007852_pilon_pilon,448558,5,r,3
5356,tig00000023_pilon_pilon,126389,9,f,tig00000489_pilon_pilon,74963,33,f,1
5357,tig00000489_pilon_pilon,74963,33,r,tig00000023_pilon_pilon,126389,9,r,1
5358,tig00000295_pilon_pilon,104816,53,r,tig00000047_pilon_pilon,83324,35,r,1
5359,tig00000047_pilon_pilon,83324,35,f,tig00000295_pilon_pilon,104816,53,f,1
5360,tig00000295_pilon_pilon,104816,53,r,tig00000634_pilon_pilon,107434,19,f,1
5361,tig00000634_pilon_pilon,107434,19,r,tig00000295_pilon_pilon,104816,53,f,1
5362,tig00007857_pilon_pilon,116766,7,f,tig00000403_pilon_pilon,126207,25,r,1
5363,tig00000403_pilon_pilon,126207,25,f,tig00007857_pilon_pilon,116766,7,r,1
5364,tig00007857_pilon_pilon,116766,7,f,tig00000481_pilon_pilon,105891,21,f,1
5365,tig00000481_pilon_pilon,105891,21,r,tig00007857_pilon_pilon,116766,7,r,1
5366,tig00007857_pilon_pilon,116766,7,f,tig00000631_pilon_pilon,99476,29,r,1
5367,tig00000631_pilon_pilon,99476,29,f,tig00007857_pilon_pilon,116766,7,r,1
5368,tig00007857_pilon_pilon,116766,7,f,tig00001263_pilon_pilon,74760,17,r,1
5369,tig00001263_pilon_pilon,74760,17,f,tig00007857_pilon_pilon,116766,7,r,1
5370,tig00007859_pilon_pilon,915475,1,r,tig00001317_pilon_pilon,5669104,19,r,1
5371,tig00001317_pilon_pilon,5669104,19,f,tig00007859_pilon_pilon,915475,1,f,1
5372,tig00007863_pilon_pilon,85557,11,r,tig00007864_pilon_pilon,57210,13,r,1
5373,tig00007864_pilon_pilon,57210,13,f,tig00007863_pilon_pilon,85557,11,f,1
5374,tig00007863_pilon_pilon,85557,11,r,tig00983168_pilon_pilon,72687,13,f,1
5375,tig00983168_pilon_pilon,72687,13,r,tig00007863_pilon_pilon,85557,11,f,1
5376,tig00007863_pilon_pilon,85557,11,r,tig00000385_pilon_pilon,128606,35,f,1
5377,tig00000385_pilon_pilon,128606,35,r,tig00007863_pilon_pilon,85557,11,f,1
5378,tig00007863_pilon_pilon,85557,11,r,tig00000399_pilon_pilon,42655502,67,r,1
5379,tig00000399_pilon_pilon,42655502,67,f,tig00007863_pilon_pilon,85557,11,f,1
5380,tig00007863_pilon_pilon,85557,11,r,tig00000043_pilon_pilon,58050,15,r,1
5381,tig00000043_pilon_pilon,58050,15,f,tig00007863_pilon_pilon,85557,11,f,1
5382,tig00007864_pilon_pilon,57210,13,f,tig00001100_pilon_pilon,10135414,59,f,1
5383,tig00001100_pilon_pilon,10135414,59,r,tig00007864_pilon_pilon,57210,13,r,1
5384,tig00007864_pilon_pilon,57210,13,f,tig00001776_pilon_pilon,65796,45,f,1
5385,tig00001776_pilon_pilon,65796,45,r,tig00007864_pilon_pilon,57210,13,r,1
5386,tig00007865_pilon_pilon,424086,67,r,tig00000319_pilon_pilon,87632,27,f,1
5387,tig00000319_pilon_pilon,87632,27,r,tig00007865_pilon_pilon,424086,67,f,1
5388,tig00007865_pilon_pilon,424086,67,r,tig00983147_pilon_pilon,20501018,11,r,1
5389,tig00983147_pilon_pilon,20501018,11,f,tig00007865_pilon_pilon,424086,67,f,1
5390,tig00007865_pilon_pilon,424086,67,r,tig00000391_pilon_pilon,54310,27,f,1
5391,tig00000391_pilon_pilon,54310,27,r,tig00007865_pilon_pilon,424086,67,f,1
5392,tig00007865_pilon_pilon,424086,67,r,tig00000448_pilon_pilon,111118,37,f,1
5393,tig00000448_pilon_pilon,111118,37,r,tig00007865_pilon_pilon,424086,67,f,1
5394,tig00007865_pilon_pilon,424086,67,r,tig00000458_pilon_pilon,66392,35,f,1
5395,tig00000458_pilon_pilon,66392,35,r,tig00007865_pilon_pilon,424086,67,f,1
5396,tig00007865_pilon_pilon,424086,67,r,tig00000050_pilon_pilon,75697,27,f,1
5397,tig00000050_pilon_pilon,75697,27,r,tig00007865_pilon_pilon,424086,67,f,1
5398,tig00007865_pilon_pilon,424086,67,r,tig00000942_pilon_pilon,90356,15,r,1
5399,tig00000942_pilon_pilon,90356,15,f,tig00007865_pilon_pilon,424086,67,f,1
5400,tig00007865_pilon_pilon,424086,67,r,tig00000947_pilon_pilon,109284,13,f,1
5401,tig00000947_pilon_pilon,109284,13,r,tig00007865_pilon_pilon,424086,67,f,1
5402,tig00007865_pilon_pilon,424086,67,r,tig00000079_pilon_pilon,45483,15,f,1
5403,tig00000079_pilon_pilon,45483,15,r,tig00007865_pilon_pilon,424086,67,f,1
5404,tig00007865_pilon_pilon,424086,67,r,tig00001089_pilon_pilon,57543,11,r,1
5405,tig00001089_pilon_pilon,57543,11,f,tig00007865_pilon_pilon,424086,67,f,1
5406,tig00007865_pilon_pilon,424086,67,r,tig00000008_pilon_pilon,61365,21,f,1
5407,tig00000008_pilon_pilon,61365,21,r,tig00007865_pilon_pilon,424086,67,f,1
5408,tig00007865_pilon_pilon,424086,67,r,tig00001397_pilon_pilon,5506756,35,r,1
5409,tig00001397_pilon_pilon,5506756,35,f,tig00007865_pilon_pilon,424086,67,f,1
5410,tig00007865_pilon_pilon,424086,67,r,tig00001572_pilon_pilon,105335,29,r,1
5411,tig00001572_pilon_pilon,105335,29,f,tig00007865_pilon_pilon,424086,67,f,1
5412,tig00007865_pilon_pilon,424086,67,r,tig00001645_pilon_pilon,106213,175,f,1
5413,tig00001645_pilon_pilon,106213,175,r,tig00007865_pilon_pilon,424086,67,f,1
