,tig1,tig1len,tig1_freq,dir2,tig2,tig2len,tig2_freq,dir2,n_barcodes
3322,tig00000214_pilon_pilon,87204,43,f,tig00000254_pilon_pilon,4086184,41,r,1
3323,tig00000254_pilon_pilon,4086184,41,f,tig00000214_pilon_pilon,87204,43,r,1
3324,tig00000214_pilon_pilon,87204,43,f,tig00007650_pilon_pilon,11228887,21,r,1
3325,tig00007650_pilon_pilon,11228887,21,f,tig00000214_pilon_pilon,87204,43,r,1
3326,tig00000214_pilon_pilon,87204,43,r,tig00007674_pilon_pilon,85062,7,f,1
3327,tig00007674_pilon_pilon,85062,7,r,tig00000214_pilon_pilon,87204,43,f,1
3328,tig00000214_pilon_pilon,87204,43,r,tig00000451_pilon_pilon,82908,35,r,1
3329,tig00000451_pilon_pilon,82908,35,f,tig00000214_pilon_pilon,87204,43,f,1
3330,tig00000214_pilon_pilon,87204,43,f,tig00000470_pilon_pilon,91041,47,f,1
3331,tig00000470_pilon_pilon,91041,47,r,tig00000214_pilon_pilon,87204,43,r,1
3332,tig00000214_pilon_pilon,87204,42,f,tig00000475_pilon_pilon,71327,32,r,2
3333,tig00000475_pilon_pilon,71327,32,f,tig00000214_pilon_pilon,87204,42,r,2
3334,tig00000214_pilon_pilon,87204,43,f,tig00000040_pilon_pilon,86192,19,f,1
3335,tig00000040_pilon_pilon,86192,19,r,tig00000214_pilon_pilon,87204,43,r,1
3336,tig00000214_pilon_pilon,87204,43,f,tig00000689_pilon_pilon,74378,31,r,1
3337,tig00000689_pilon_pilon,74378,31,f,tig00000214_pilon_pilon,87204,43,r,1
3338,tig00000214_pilon_pilon,87204,43,r,tig00000925_pilon_pilon,103393,31,f,1
3339,tig00000925_pilon_pilon,103393,31,r,tig00000214_pilon_pilon,87204,43,f,1
3340,tig00000214_pilon_pilon,87204,43,f,tig00000937_pilon_pilon,63964,27,r,1
3341,tig00000937_pilon_pilon,63964,27,f,tig00000214_pilon_pilon,87204,43,r,1
3342,tig00000214_pilon_pilon,87204,43,f,tig00000970_pilon_pilon,102696,37,r,1
3343,tig00000970_pilon_pilon,102696,37,f,tig00000214_pilon_pilon,87204,43,r,1
3344,tig00000214_pilon_pilon,87204,43,r,tig00001220_pilon_pilon,52499,15,f,1
3345,tig00001220_pilon_pilon,52499,15,r,tig00000214_pilon_pilon,87204,43,f,1
3346,tig00000214_pilon_pilon,87204,43,f,tig00001270_pilon_pilon,81551,9,r,1
3347,tig00001270_pilon_pilon,81551,9,f,tig00000214_pilon_pilon,87204,43,r,1
3348,tig00000214_pilon_pilon,87204,43,r,tig00001271_pilon_pilon,6547685,73,f,1
3349,tig00001271_pilon_pilon,6547685,73,r,tig00000214_pilon_pilon,87204,43,f,1
3350,tig00000214_pilon_pilon,87204,43,f,tig00000109_pilon_pilon,95946,27,r,1
3351,tig00000109_pilon_pilon,95946,27,f,tig00000214_pilon_pilon,87204,43,r,1
3352,tig00000214_pilon_pilon,87204,43,f,tig00001565_pilon_pilon,90372,23,f,1
3353,tig00001565_pilon_pilon,90372,23,r,tig00000214_pilon_pilon,87204,43,r,1
3354,tig00000214_pilon_pilon,87204,43,r,tig00001835_pilon_pilon,117157,57,f,1
3355,tig00001835_pilon_pilon,117157,57,r,tig00000214_pilon_pilon,87204,43,f,1
3356,tig00003220_pilon_pilon,95917,31,r,tig00000280_pilon_pilon,28445139,19,f,1
3357,tig00000280_pilon_pilon,28445139,19,r,tig00003220_pilon_pilon,95917,31,f,1
3358,tig00003220_pilon_pilon,95917,31,r,tig00007819_pilon_pilon,2442143,61,r,1
3359,tig00007819_pilon_pilon,2442143,61,f,tig00003220_pilon_pilon,95917,31,f,1
3360,tig00003220_pilon_pilon,95917,31,f,tig00000025_pilon_pilon,72363,19,r,1
3361,tig00000025_pilon_pilon,72363,19,f,tig00003220_pilon_pilon,95917,31,r,1
3362,tig00003220_pilon_pilon,95917,31,r,tig00000410_pilon_pilon,71819,31,f,1
3363,tig00000410_pilon_pilon,71819,31,r,tig00003220_pilon_pilon,95917,31,f,1
3364,tig00003220_pilon_pilon,95917,31,r,tig00000458_pilon_pilon,66392,35,f,1
3365,tig00000458_pilon_pilon,66392,35,r,tig00003220_pilon_pilon,95917,31,f,1
3366,tig00003220_pilon_pilon,95917,31,r,tig00000558_pilon_pilon,72429,17,f,1
3367,tig00000558_pilon_pilon,72429,17,r,tig00003220_pilon_pilon,95917,31,f,1
3368,tig00003220_pilon_pilon,95917,31,f,tig00001036_pilon_pilon,82159,23,f,1
3369,tig00001036_pilon_pilon,82159,23,r,tig00003220_pilon_pilon,95917,31,r,1
3370,tig00003220_pilon_pilon,95917,31,r,tig00000087_pilon_pilon,81031,23,f,1
3371,tig00000087_pilon_pilon,81031,23,r,tig00003220_pilon_pilon,95917,31,f,1
3372,tig00003220_pilon_pilon,95917,31,r,tig00001250_pilon_pilon,93705,35,r,1
3373,tig00001250_pilon_pilon,93705,35,f,tig00003220_pilon_pilon,95917,31,f,1
3374,tig00003220_pilon_pilon,95917,31,f,tig00001256_pilon_pilon,56490,7,r,1
3375,tig00001256_pilon_pilon,56490,7,f,tig00003220_pilon_pilon,95917,31,r,1
3376,tig00003220_pilon_pilon,95917,31,r,tig00001361_pilon_pilon,182545,13,f,1
3377,tig00001361_pilon_pilon,182545,13,r,tig00003220_pilon_pilon,95917,31,f,1
3378,tig00003220_pilon_pilon,95917,31,f,tig00001540_pilon_pilon,3391581,51,f,1
3379,tig00001540_pilon_pilon,3391581,51,r,tig00003220_pilon_pilon,95917,31,r,1
3380,tig00003220_pilon_pilon,95917,31,r,tig00001714_pilon_pilon,297440,39,f,1
3381,tig00001714_pilon_pilon,297440,39,r,tig00003220_pilon_pilon,95917,31,f,1
3382,tig00003308_pilon_pilon,122445,27,f,tig00007627_pilon_pilon,66701,23,r,1
3383,tig00007627_pilon_pilon,66701,23,f,tig00003308_pilon_pilon,122445,27,r,1
3384,tig00003308_pilon_pilon,122445,27,f,tig00000318_pilon_pilon,52914634,83,f,1
3385,tig00000318_pilon_pilon,52914634,83,r,tig00003308_pilon_pilon,122445,27,r,1
3386,tig00003308_pilon_pilon,122445,27,f,tig00000409_pilon_pilon,71472,23,r,1
3387,tig00000409_pilon_pilon,71472,23,f,tig00003308_pilon_pilon,122445,27,r,1
3388,tig00003308_pilon_pilon,122445,27,f,tig00001210_pilon_pilon,7318105,13,r,1
3389,tig00001210_pilon_pilon,7318105,13,f,tig00003308_pilon_pilon,122445,27,r,1
3390,tig00003308_pilon_pilon,122445,24,r,tig00001265_pilon_pilon,6603940,30,f,4
3391,tig00001265_pilon_pilon,6603940,30,r,tig00003308_pilon_pilon,122445,24,f,4
3392,tig00003308_pilon_pilon,122445,27,f,tig00000111_pilon_pilon,70133,13,r,1
3393,tig00000111_pilon_pilon,70133,13,f,tig00003308_pilon_pilon,122445,27,r,1
3394,tig00003308_pilon_pilon,122445,27,r,tig00001837_pilon_pilon,952530,67,r,1
3395,tig00001837_pilon_pilon,952530,67,f,tig00003308_pilon_pilon,122445,27,f,1
3396,tig00003308_pilon_pilon,122445,27,f,tig00001838_pilon_pilon,93925,87,f,1
3397,tig00001838_pilon_pilon,93925,87,r,tig00003308_pilon_pilon,122445,27,r,1
3398,tig00003310_pilon_pilon,100970,25,f,tig00003562_pilon_pilon,69762,15,r,3
3399,tig00003562_pilon_pilon,69762,15,f,tig00003310_pilon_pilon,100970,25,r,3
3400,tig00003310_pilon_pilon,100970,27,r,tig00000252_pilon_pilon,84383,27,f,1
3401,tig00000252_pilon_pilon,84383,27,r,tig00003310_pilon_pilon,100970,27,f,1
3402,tig00003310_pilon_pilon,100970,27,r,tig00000276_pilon_pilon,48932,13,r,1
3403,tig00000276_pilon_pilon,48932,13,f,tig00003310_pilon_pilon,100970,27,f,1
3404,tig00003310_pilon_pilon,100970,27,f,tig00007865_pilon_pilon,424086,67,f,1
3405,tig00007865_pilon_pilon,424086,67,r,tig00003310_pilon_pilon,100970,27,r,1
3406,tig00003310_pilon_pilon,100970,27,f,tig00000559_pilon_pilon,80422,41,r,1
3407,tig00000559_pilon_pilon,80422,41,f,tig00003310_pilon_pilon,100970,27,r,1
3408,tig00003310_pilon_pilon,100970,27,r,tig00000690_pilon_pilon,77714,15,r,1
3409,tig00000690_pilon_pilon,77714,15,f,tig00003310_pilon_pilon,100970,27,f,1
3410,tig00003310_pilon_pilon,100970,27,f,tig00000927_pilon_pilon,13811705,27,r,1
3411,tig00000927_pilon_pilon,13811705,27,f,tig00003310_pilon_pilon,100970,27,r,1
3412,tig00003310_pilon_pilon,100970,27,r,tig00001175_pilon_pilon,57426,15,r,1
3413,tig00001175_pilon_pilon,57426,15,f,tig00003310_pilon_pilon,100970,27,f,1
3414,tig00003310_pilon_pilon,100970,27,r,tig00000109_pilon_pilon,95946,27,f,1
3415,tig00000109_pilon_pilon,95946,27,r,tig00003310_pilon_pilon,100970,27,f,1
3416,tig00003310_pilon_pilon,100970,27,f,tig00001432_pilon_pilon,68993,37,f,1
3417,tig00001432_pilon_pilon,68993,37,r,tig00003310_pilon_pilon,100970,27,r,1
3418,tig00003311_pilon_pilon,64040,5,f,tig00000247_pilon_pilon,66578,27,f,1
3419,tig00000247_pilon_pilon,66578,27,r,tig00003311_pilon_pilon,64040,5,r,1
3420,tig00003325_pilon_pilon,57902,29,r,tig00007616_pilon_pilon,4051778,25,f,1
3421,tig00007616_pilon_pilon,4051778,25,r,tig00003325_pilon_pilon,57902,29,f,1
3422,tig00003325_pilon_pilon,57902,29,f,tig00007664_pilon_pilon,125248,9,f,1
3423,tig00007664_pilon_pilon,125248,9,r,tig00003325_pilon_pilon,57902,29,r,1
3424,tig00003325_pilon_pilon,57902,29,r,tig00007844_pilon_pilon,173400,17,r,1
3425,tig00007844_pilon_pilon,173400,17,f,tig00003325_pilon_pilon,57902,29,f,1
3426,tig00003325_pilon_pilon,57902,29,r,tig00000023_pilon_pilon,126389,9,f,1
3427,tig00000023_pilon_pilon,126389,9,r,tig00003325_pilon_pilon,57902,29,f,1
3428,tig00003325_pilon_pilon,57902,29,r,tig00007865_pilon_pilon,424086,67,f,1
3429,tig00007865_pilon_pilon,424086,67,r,tig00003325_pilon_pilon,57902,29,f,1
3430,tig00003325_pilon_pilon,57902,29,f,tig00001019_pilon_pilon,5355800,57,r,1
3431,tig00001019_pilon_pilon,5355800,57,f,tig00003325_pilon_pilon,57902,29,r,1
3432,tig00003325_pilon_pilon,57902,29,r,tig00001633_pilon_pilon,90758,43,f,1
3433,tig00001633_pilon_pilon,90758,43,r,tig00003325_pilon_pilon,57902,29,f,1
3434,tig00003334_pilon_pilon,47563,3,r,tig00000933_pilon_pilon,68501,21,f,1
3435,tig00000933_pilon_pilon,68501,21,r,tig00003334_pilon_pilon,47563,3,f,1
3436,tig00003334_pilon_pilon,47563,3,f,tig00001836_pilon_pilon,1617509,79,f,1
3437,tig00001836_pilon_pilon,1617509,79,r,tig00003334_pilon_pilon,47563,3,r,1
3438,tig00003340_pilon_pilon,71765,8,r,tig00000901_pilon_pilon,353926,44,f,2
3439,tig00000901_pilon_pilon,353926,44,r,tig00003340_pilon_pilon,71765,8,f,2
3440,tig00003340_pilon_pilon,71765,9,f,tig00001219_pilon_pilon,86879,19,r,1
3441,tig00001219_pilon_pilon,86879,19,f,tig00003340_pilon_pilon,71765,9,r,1
3442,tig00003340_pilon_pilon,71765,9,f,tig00001370_pilon_pilon,4744234,57,f,1
3443,tig00001370_pilon_pilon,4744234,57,r,tig00003340_pilon_pilon,71765,9,r,1
3444,tig00003367_pilon_pilon,87849,26,r,tig00003712_pilon_pilon,61901,12,f,2
3445,tig00003712_pilon_pilon,61901,12,r,tig00003367_pilon_pilon,87849,26,f,2
3446,tig00003367_pilon_pilon,87849,23,f,tig00983156_pilon_pilon,13322192,9,f,5
3447,tig00983156_pilon_pilon,13322192,9,r,tig00003367_pilon_pilon,87849,23,r,5
3448,tig00003367_pilon_pilon,87849,27,f,tig00000543_pilon_pilon,99195,27,f,1
3449,tig00000543_pilon_pilon,99195,27,r,tig00003367_pilon_pilon,87849,27,r,1
3450,tig00003367_pilon_pilon,87849,27,r,tig00000881_pilon_pilon,72008,29,f,1
3451,tig00000881_pilon_pilon,72008,29,r,tig00003367_pilon_pilon,87849,27,f,1
3452,tig00003367_pilon_pilon,87849,27,r,tig00000007_pilon_pilon,76724,29,r,1
3453,tig00000007_pilon_pilon,76724,29,f,tig00003367_pilon_pilon,87849,27,f,1
3454,tig00003367_pilon_pilon,87849,27,f,tig00001208_pilon_pilon,223825,113,r,1
3455,tig00001208_pilon_pilon,223825,113,f,tig00003367_pilon_pilon,87849,27,r,1
3456,tig00003367_pilon_pilon,87849,27,r,tig00001230_pilon_pilon,46284,17,r,1
3457,tig00001230_pilon_pilon,46284,17,f,tig00003367_pilon_pilon,87849,27,f,1
3458,tig00003367_pilon_pilon,87849,27,f,tig00001247_pilon_pilon,61046,27,f,1
3459,tig00001247_pilon_pilon,61046,27,r,tig00003367_pilon_pilon,87849,27,r,1
3460,tig00003404_pilon_pilon,89716,13,r,tig00007864_pilon_pilon,57210,13,r,1
3461,tig00007864_pilon_pilon,57210,13,f,tig00003404_pilon_pilon,89716,13,f,1
3462,tig00003404_pilon_pilon,89716,13,r,tig00000518_pilon_pilon,57227,31,r,1
3463,tig00000518_pilon_pilon,57227,31,f,tig00003404_pilon_pilon,89716,13,f,1
3464,tig00003404_pilon_pilon,89716,13,r,tig00000548_pilon_pilon,62413,15,r,1
3465,tig00000548_pilon_pilon,62413,15,f,tig00003404_pilon_pilon,89716,13,f,1
3466,tig00003404_pilon_pilon,89716,13,r,tig00001473_pilon_pilon,4078645,29,f,1
3467,tig00001473_pilon_pilon,4078645,29,r,tig00003404_pilon_pilon,89716,13,f,1
3468,tig00003404_pilon_pilon,89716,13,r,tig00001528_pilon_pilon,80805,15,f,1
3469,tig00001528_pilon_pilon,80805,15,r,tig00003404_pilon_pilon,89716,13,f,1
3470,tig00003404_pilon_pilon,89716,13,r,tig00001605_pilon_pilon,93958,3,r,1
3471,tig00001605_pilon_pilon,93958,3,f,tig00003404_pilon_pilon,89716,13,f,1
3472,tig00003408_pilon_pilon,105310,7,r,tig00000399_pilon_pilon,42655502,67,r,1
3473,tig00000399_pilon_pilon,42655502,67,f,tig00003408_pilon_pilon,105310,7,f,1
3474,tig00003408_pilon_pilon,105310,7,r,tig00000422_pilon_pilon,60781,19,r,1
3475,tig00000422_pilon_pilon,60781,19,f,tig00003408_pilon_pilon,105310,7,f,1
3476,tig00003408_pilon_pilon,105310,7,f,tig00000692_pilon_pilon,81351,23,f,1
3477,tig00000692_pilon_pilon,81351,23,r,tig00003408_pilon_pilon,105310,7,r,1
3478,tig00003435_pilon_pilon,66360,1,r,tig00000098_pilon_pilon,93480,19,r,1
3479,tig00000098_pilon_pilon,93480,19,f,tig00003435_pilon_pilon,66360,1,f,1
3480,tig00000226_pilon_pilon,107661,19,f,tig00007568_pilon_pilon,172625,61,f,1
3481,tig00007568_pilon_pilon,172625,61,r,tig00000226_pilon_pilon,107661,19,r,1
3482,tig00000226_pilon_pilon,107661,19,f,tig00007774_pilon_pilon,1879225,25,f,1
3483,tig00007774_pilon_pilon,1879225,25,r,tig00000226_pilon_pilon,107661,19,r,1
3484,tig00000226_pilon_pilon,107661,19,f,tig00000285_pilon_pilon,109638,33,r,1
3485,tig00000285_pilon_pilon,109638,33,f,tig00000226_pilon_pilon,107661,19,r,1
3486,tig00000226_pilon_pilon,107661,19,f,tig00000605_pilon_pilon,26755873,75,f,1
3487,tig00000605_pilon_pilon,26755873,75,r,tig00000226_pilon_pilon,107661,19,r,1
3488,tig00000226_pilon_pilon,107661,19,f,tig00001340_pilon_pilon,76709,33,f,1
3489,tig00001340_pilon_pilon,76709,33,r,tig00000226_pilon_pilon,107661,19,r,1
3490,tig00000226_pilon_pilon,107661,19,r,tig00001457_pilon_pilon,144580,73,f,1
3491,tig00001457_pilon_pilon,144580,73,r,tig00000226_pilon_pilon,107661,19,f,1
3492,tig00000226_pilon_pilon,107661,19,r,tig00001660_pilon_pilon,67335,59,r,1
3493,tig00001660_pilon_pilon,67335,59,f,tig00000226_pilon_pilon,107661,19,f,1
3494,tig00000226_pilon_pilon,107661,19,f,tig00001842_pilon_pilon,61913,21,f,1
3495,tig00001842_pilon_pilon,61913,21,r,tig00000226_pilon_pilon,107661,19,r,1
3496,tig00003454_pilon_pilon,84747,15,r,tig00003506_pilon_pilon,83567,3,r,1
3497,tig00003506_pilon_pilon,83567,3,f,tig00003454_pilon_pilon,84747,15,f,1
3498,tig00003454_pilon_pilon,84747,15,r,tig00007642_pilon_pilon,38319940,35,r,1
3499,tig00007642_pilon_pilon,38319940,35,f,tig00003454_pilon_pilon,84747,15,f,1
3500,tig00003454_pilon_pilon,84747,15,r,tig00000022_pilon_pilon,77920,27,f,1
3501,tig00000022_pilon_pilon,77920,27,r,tig00003454_pilon_pilon,84747,15,f,1
3502,tig00003454_pilon_pilon,84747,15,f,tig00000562_pilon_pilon,73398,23,f,1
3503,tig00000562_pilon_pilon,73398,23,r,tig00003454_pilon_pilon,84747,15,r,1
3504,tig00003454_pilon_pilon,84747,15,r,tig00001382_pilon_pilon,5589224,37,r,1
3505,tig00001382_pilon_pilon,5589224,37,f,tig00003454_pilon_pilon,84747,15,f,1
3506,tig00003454_pilon_pilon,84747,15,r,tig00001645_pilon_pilon,106213,175,f,1
3507,tig00001645_pilon_pilon,106213,175,r,tig00003454_pilon_pilon,84747,15,f,1
3508,tig00003458_pilon_pilon,54509,17,r,tig00000261_pilon_pilon,113338,41,r,1
3509,tig00000261_pilon_pilon,113338,41,f,tig00003458_pilon_pilon,54509,17,f,1
3510,tig00003458_pilon_pilon,54509,17,r,tig00983178_pilon_pilon,2932335,7,f,1
3511,tig00983178_pilon_pilon,2932335,7,r,tig00003458_pilon_pilon,54509,17,f,1
3512,tig00003458_pilon_pilon,54509,17,f,tig00000955_pilon_pilon,67006,29,r,1
3513,tig00000955_pilon_pilon,67006,29,f,tig00003458_pilon_pilon,54509,17,r,1
3514,tig00003458_pilon_pilon,54509,17,r,tig00000087_pilon_pilon,81031,23,f,1
3515,tig00000087_pilon_pilon,81031,23,r,tig00003458_pilon_pilon,54509,17,f,1
3516,tig00003458_pilon_pilon,54509,17,r,tig00001327_pilon_pilon,6030370,25,r,1
3517,tig00001327_pilon_pilon,6030370,25,f,tig00003458_pilon_pilon,54509,17,f,1
3518,tig00003458_pilon_pilon,54509,17,r,tig00001340_pilon_pilon,76709,33,f,1
3519,tig00001340_pilon_pilon,76709,33,r,tig00003458_pilon_pilon,54509,17,f,1
3520,tig00003458_pilon_pilon,54509,17,r,tig00001774_pilon_pilon,1951011,35,r,1
3521,tig00001774_pilon_pilon,1951011,35,f,tig00003458_pilon_pilon,54509,17,f,1
3522,tig00003461_pilon_pilon,86261,5,f,tig00000058_pilon_pilon,49818,13,f,1
3523,tig00000058_pilon_pilon,49818,13,r,tig00003461_pilon_pilon,86261,5,r,1
3524,tig00000227_pilon_pilon,96809,15,r,tig00003711_pilon_pilon,17432,53,r,1
3525,tig00003711_pilon_pilon,17432,53,f,tig00000227_pilon_pilon,96809,15,f,1
3526,tig00000227_pilon_pilon,96809,15,r,tig00000249_pilon_pilon,99533,29,f,1
3527,tig00000249_pilon_pilon,99533,29,r,tig00000227_pilon_pilon,96809,15,f,1
3528,tig00000227_pilon_pilon,96809,15,f,tig00007568_pilon_pilon,172625,61,f,1
3529,tig00007568_pilon_pilon,172625,61,r,tig00000227_pilon_pilon,96809,15,r,1
3530,tig00000227_pilon_pilon,96809,15,r,tig00007708_pilon_pilon,218467,65,f,1
3531,tig00007708_pilon_pilon,218467,65,r,tig00000227_pilon_pilon,96809,15,f,1
3532,tig00000227_pilon_pilon,96809,15,r,tig00000813_pilon_pilon,73776,19,f,1
3533,tig00000813_pilon_pilon,73776,19,r,tig00000227_pilon_pilon,96809,15,f,1
3534,tig00000227_pilon_pilon,96809,15,f,tig00001179_pilon_pilon,7676903,23,f,1
3535,tig00001179_pilon_pilon,7676903,23,r,tig00000227_pilon_pilon,96809,15,r,1
3536,tig00003481_pilon_pilon,35199,17,f,tig00000740_pilon_pilon,55960,19,f,1
3537,tig00000740_pilon_pilon,55960,19,r,tig00003481_pilon_pilon,35199,17,r,1
3538,tig00003481_pilon_pilon,35199,15,f,tig00001355_pilon_pilon,5820619,19,r,3
3539,tig00001355_pilon_pilon,5820619,19,f,tig00003481_pilon_pilon,35199,15,r,3
3540,tig00003481_pilon_pilon,35199,17,r,tig00001445_pilon_pilon,4547348,49,r,1
3541,tig00001445_pilon_pilon,4547348,49,f,tig00003481_pilon_pilon,35199,17,f,1
3542,tig00003483_pilon_pilon,91428,1,r,tig00000514_pilon_pilon,83271,7,r,1
3543,tig00000514_pilon_pilon,83271,7,f,tig00003483_pilon_pilon,91428,1,f,1
3544,tig00003506_pilon_pilon,83567,3,f,tig00000716_pilon_pilon,96610,37,f,1
3545,tig00000716_pilon_pilon,96610,37,r,tig00003506_pilon_pilon,83567,3,r,1
3546,tig00003511_pilon_pilon,70200,1,r,tig00000311_pilon_pilon,55054,15,r,1
3547,tig00000311_pilon_pilon,55054,15,f,tig00003511_pilon_pilon,70200,1,f,1
3548,tig00003517_pilon_pilon,53068,93,f,tig00003523_pilon_pilon,52401,7,f,1
3549,tig00003523_pilon_pilon,52401,7,r,tig00003517_pilon_pilon,53068,93,r,1
3550,tig00003517_pilon_pilon,53068,75,f,tig00007577_pilon_pilon,148552,47,f,19
3551,tig00007577_pilon_pilon,148552,47,r,tig00003517_pilon_pilon,53068,75,r,19
3552,tig00003517_pilon_pilon,53068,93,r,tig00007803_pilon_pilon,1101862,11,f,1
3553,tig00007803_pilon_pilon,1101862,11,r,tig00003517_pilon_pilon,53068,93,f,1
3554,tig00003517_pilon_pilon,53068,93,r,tig00000577_pilon_pilon,57676,29,r,1
3555,tig00000577_pilon_pilon,57676,29,f,tig00003517_pilon_pilon,53068,93,f,1
3556,tig00003517_pilon_pilon,53068,78,r,tig00000688_pilon_pilon,22691931,56,r,16
3557,tig00000688_pilon_pilon,22691931,56,f,tig00003517_pilon_pilon,53068,78,f,16
3558,tig00003517_pilon_pilon,53068,93,f,tig00000927_pilon_pilon,13811705,27,f,1
3559,tig00000927_pilon_pilon,13811705,27,r,tig00003517_pilon_pilon,53068,93,r,1
3560,tig00003517_pilon_pilon,53068,93,r,tig00001264_pilon_pilon,69994,11,f,1
3561,tig00001264_pilon_pilon,69994,11,r,tig00003517_pilon_pilon,53068,93,f,1
3562,tig00003517_pilon_pilon,53068,93,r,tig00001415_pilon_pilon,1183326,19,r,1
3563,tig00001415_pilon_pilon,1183326,19,f,tig00003517_pilon_pilon,53068,93,f,1
3564,tig00003517_pilon_pilon,53068,93,r,tig00000127_pilon_pilon,63004,9,f,1
3565,tig00000127_pilon_pilon,63004,9,r,tig00003517_pilon_pilon,53068,93,f,1
3566,tig00000230_pilon_pilon,78101,21,r,tig00007613_pilon_pilon,59487562,13,f,1
3567,tig00007613_pilon_pilon,59487562,13,r,tig00000230_pilon_pilon,78101,21,f,1
3568,tig00000230_pilon_pilon,78101,21,r,tig00007673_pilon_pilon,90034,3,f,1
3569,tig00007673_pilon_pilon,90034,3,r,tig00000230_pilon_pilon,78101,21,f,1
3570,tig00000230_pilon_pilon,78101,21,r,tig00000370_pilon_pilon,83324,25,r,1
3571,tig00000370_pilon_pilon,83324,25,f,tig00000230_pilon_pilon,78101,21,f,1
3572,tig00000230_pilon_pilon,78101,21,r,tig00000425_pilon_pilon,76755,25,f,1
3573,tig00000425_pilon_pilon,76755,25,r,tig00000230_pilon_pilon,78101,21,f,1
3574,tig00000230_pilon_pilon,78101,21,r,tig00000427_pilon_pilon,111774,7,r,1
3575,tig00000427_pilon_pilon,111774,7,f,tig00000230_pilon_pilon,78101,21,f,1
3576,tig00000230_pilon_pilon,78101,21,f,tig00000557_pilon_pilon,84807,25,f,1
3577,tig00000557_pilon_pilon,84807,25,r,tig00000230_pilon_pilon,78101,21,r,1
3578,tig00000230_pilon_pilon,78101,21,f,tig00001054_pilon_pilon,10318498,7,r,1
3579,tig00001054_pilon_pilon,10318498,7,f,tig00000230_pilon_pilon,78101,21,r,1
3580,tig00000230_pilon_pilon,78101,21,r,tig00001176_pilon_pilon,1151979,63,f,1
3581,tig00001176_pilon_pilon,1151979,63,r,tig00000230_pilon_pilon,78101,21,f,1
3582,tig00000230_pilon_pilon,78101,21,f,tig00001259_pilon_pilon,70477,19,r,1
3583,tig00001259_pilon_pilon,70477,19,f,tig00000230_pilon_pilon,78101,21,r,1
3584,tig00000230_pilon_pilon,78101,21,r,tig00001437_pilon_pilon,2335674,49,r,1
3585,tig00001437_pilon_pilon,2335674,49,f,tig00000230_pilon_pilon,78101,21,f,1
3586,tig00003519_pilon_pilon,72432,1,r,tig00983202_pilon_pilon,388248,11,f,1
3587,tig00983202_pilon_pilon,388248,11,r,tig00003519_pilon_pilon,72432,1,f,1
3588,tig00003523_pilon_pilon,52401,7,r,tig00000694_pilon_pilon,98054,23,f,1
3589,tig00000694_pilon_pilon,98054,23,r,tig00003523_pilon_pilon,52401,7,f,1
3590,tig00003523_pilon_pilon,52401,7,r,tig00000879_pilon_pilon,63790,21,r,1
3591,tig00000879_pilon_pilon,63790,21,f,tig00003523_pilon_pilon,52401,7,f,1
3592,tig00003523_pilon_pilon,52401,7,r,tig00001558_pilon_pilon,61172,15,r,1
3593,tig00001558_pilon_pilon,61172,15,f,tig00003523_pilon_pilon,52401,7,f,1
3594,tig00003562_pilon_pilon,69762,17,r,tig00000249_pilon_pilon,99533,29,r,1
3595,tig00000249_pilon_pilon,99533,29,f,tig00003562_pilon_pilon,69762,17,f,1
3596,tig00003562_pilon_pilon,69762,17,r,tig00000887_pilon_pilon,13679934,47,r,1
3597,tig00000887_pilon_pilon,13679934,47,f,tig00003562_pilon_pilon,69762,17,f,1
3598,tig00003562_pilon_pilon,69762,17,r,tig00001318_pilon_pilon,39141,11,r,1
3599,tig00001318_pilon_pilon,39141,11,f,tig00003562_pilon_pilon,69762,17,f,1
3600,tig00003562_pilon_pilon,69762,17,r,tig00001727_pilon_pilon,87124,25,r,1
3601,tig00001727_pilon_pilon,87124,25,f,tig00003562_pilon_pilon,69762,17,f,1
3602,tig00003572_pilon_pilon,68862,3,r,tig00001719_pilon_pilon,2310434,29,f,1
3603,tig00001719_pilon_pilon,2310434,29,r,tig00003572_pilon_pilon,68862,3,f,1
3604,tig00003594_pilon_pilon,56506,11,f,tig00000261_pilon_pilon,113338,41,r,1
3605,tig00000261_pilon_pilon,113338,41,f,tig00003594_pilon_pilon,56506,11,r,1
3606,tig00003594_pilon_pilon,56506,11,r,tig00007864_pilon_pilon,57210,13,r,1
3607,tig00007864_pilon_pilon,57210,13,f,tig00003594_pilon_pilon,56506,11,f,1
3608,tig00003594_pilon_pilon,56506,11,f,tig00000391_pilon_pilon,54310,27,r,1
3609,tig00000391_pilon_pilon,54310,27,f,tig00003594_pilon_pilon,56506,11,r,1
3610,tig00003594_pilon_pilon,56506,11,r,tig00001354_pilon_pilon,178502,37,r,1
3611,tig00001354_pilon_pilon,178502,37,f,tig00003594_pilon_pilon,56506,11,f,1
3612,tig00003594_pilon_pilon,56506,11,r,tig00001796_pilon_pilon,69097,9,f,1
3613,tig00001796_pilon_pilon,69097,9,r,tig00003594_pilon_pilon,56506,11,f,1
3614,tig00003616_pilon_pilon,75107,11,f,tig00000487_pilon_pilon,65301,21,r,1
3615,tig00000487_pilon_pilon,65301,21,f,tig00003616_pilon_pilon,75107,11,r,1
3616,tig00003616_pilon_pilon,75107,11,r,tig00000812_pilon_pilon,66197,29,f,1
