10	f1	r1105	1	100
10	f1105	r1	1	100
10	f1	f586	1	100
10	r586	r1	1	100
10	f1	r62	1	100
10	f62	r1	1	100
10	f1	r728	6	600
10	f728	r1	6	600
10	f10	f1131	1	100
10	r1131	r10	1	100
10	r10	r1705	1	100
10	f1705	f10	1	100
10	r10	f207	1	100
10	r207	f10	1	100
10	r10	f2178	1	100
10	r2178	f10	1	100
10	f10	f2222	1	100
10	r2222	r10	1	100
10	r10	r292	1	100
10	f292	f10	1	100
10	f10	r304	1	100
10	f304	r10	1	100
10	r10	f352	1	100
10	r352	f10	1	100
10	f10	f420	1	100
10	r420	r10	1	100
10	f10	r836	1	100
10	f836	r10	1	100
10	r10	f862	1	100
10	r862	f10	1	100
10	r100	f1058	1	100
10	r1058	f100	1	100
10	f100	f2196	1	100
10	r2196	r100	1	100
10	r100	f229	1	100
10	r229	f100	1	100
10	f100	f342	1	100
10	r342	r100	1	100
10	f100	r605	1	100
10	f605	r100	1	100
10	f100	f9	1	100
10	r9	r100	1	100
10	r100	r975	1	100
10	f975	f100	1	100
10	r1001	f1090	1	100
10	r1090	f1001	1	100
10	r1001	r1145	1	100
10	f1145	f1001	1	100
10	f1001	r1190	1	100
10	f1190	r1001	1	100
10	f1001	f1309	1	100
10	r1309	r1001	1	100
10	r1001	f1384	1	100
10	r1384	f1001	1	100
10	f1001	f1657	1	100
10	r1657	r1001	1	100
10	f1001	f1893	14	1400
10	r1893	r1001	14	1400
10	f1001	f264	1	100
10	r264	r1001	1	100
10	f1001	f307	1	100
10	r307	r1001	1	100
10	f1001	f311	1	100
10	r311	r1001	1	100
10	r1001	r322	1	100
10	f322	f1001	1	100
10	f1001	f330	1	100
10	r330	r1001	1	100
10	f1001	r407	1	100
10	f407	r1001	1	100
10	f1001	f506	1	100
10	r506	r1001	1	100
10	f1001	r609	1	100
10	f609	r1001	1	100
10	f1001	f763	1	100
10	r763	r1001	1	100
10	f1001	r975	1	100
10	f975	r1001	1	100
10	r1004	r234	1	100
10	f234	f1004	1	100
10	r1004	f255	1	100
10	r255	f1004	1	100
10	r1004	r329	1	100
10	f329	f1004	1	100
10	r1004	f505	1	100
10	r505	f1004	1	100
10	f1004	f77	1	100
10	r77	r1004	1	100
10	r1004	r796	1	100
10	f796	f1004	1	100
10	r1004	f8	1	100
10	r8	f1004	1	100
10	f1004	f893	1	100
10	r893	r1004	1	100
10	f1004	r941	1	100
10	f941	r1004	1	100
10	f1004	r984	1	100
10	f984	r1004	1	100
10	r1006	r1367	2	200
10	f1367	f1006	2	200
10	r1006	f2211	1	100
10	r2211	f1006	1	100
10	f1007	f1040	1	100
10	r1040	r1007	1	100
10	f1007	f1362	1	100
10	r1362	r1007	1	100
10	f1007	r1402	6	600
10	f1402	r1007	6	600
10	f1007	f1469	5	500
10	r1469	r1007	5	500
10	f1007	f1623	1	100
10	r1623	r1007	1	100
10	f1007	r208	1	100
10	f208	r1007	1	100
10	f1007	r223	1	100
10	f223	r1007	1	100
10	f1007	f279	1	100
10	r279	r1007	1	100
10	f1007	f519	1	100
10	r519	r1007	1	100
10	f1007	r736	1	100
10	f736	r1007	1	100
10	f1007	r89	1	100
10	f89	r1007	1	100
10	f1008	r1015	1	100
10	f1015	r1008	1	100
10	f1008	r103	1	100
10	f103	r1008	1	100
10	f1008	r1113	1	100
10	f1113	r1008	1	100
10	f1008	r193	1	100
10	f193	r1008	1	100
10	f1008	r26	1	100
10	f26	r1008	1	100
10	f1008	f516	1	100
10	r516	r1008	1	100
10	r1008	f582	1	100
10	r582	f1008	1	100
10	f1008	f7	1	100
10	r7	r1008	1	100
10	f1008	f726	1	100
10	r726	r1008	1	100
10	f1008	r828	4	400
10	f828	r1008	4	400
10	f1008	f939	1	100
10	r939	r1008	1	100
10	r1009	f1176	8	800
10	r1176	f1009	8	800
10	f1009	f1188	1	100
10	r1188	r1009	1	100
10	r1009	f1238	1	100
10	r1238	f1009	1	100
10	r1009	r136	1	100
10	f136	f1009	1	100
10	f1009	f1361	1	100
10	r1361	r1009	1	100
10	r1009	r1677	1	100
10	f1677	f1009	1	100
10	f1009	r216	1	100
10	f216	r1009	1	100
10	r1009	f232	1	100
10	r232	f1009	1	100
10	r1009	r646	1	100
10	f646	f1009	1	100
10	f1009	f680	1	100
10	r680	r1009	1	100
10	f1010	r372	1	100
10	f372	r1010	1	100
10	f1011	f129	1	100
10	r129	r1011	1	100
10	f1011	r2231	1	100
10	f2231	r1011	1	100
10	f1011	r467	1	100
10	f467	r1011	1	100
10	f1011	r580	1	100
10	f580	r1011	1	100
10	f1011	f760	1	100
10	r760	r1011	1	100
10	f1011	r83	1	100
10	f83	r1011	1	100
10	f1011	f993	5	500
10	r993	r1011	5	500
10	f1012	f1058	2	200
10	r1058	r1012	2	200
10	r1012	r140	1	100
10	f140	f1012	1	100
10	f1012	f1539	2	200
10	r1539	r1012	2	200
10	r1012	r1753	1	100
10	f1753	f1012	1	100
10	r1012	f407	1	100
10	r407	f1012	1	100
10	r1012	f412	1	100
10	r412	f1012	1	100
10	r1012	r446	1	100
10	f446	f1012	1	100
10	f1012	f462	1	100
10	r462	r1012	1	100
10	r1012	f659	1	100
10	r659	f1012	1	100
10	r1012	f757	1	100
10	r757	f1012	1	100
10	r1012	f951	5	500
10	r951	f1012	5	500
10	f1013	f1260	1	100
10	r1260	r1013	1	100
10	f1013	r1443	1	100
10	f1443	r1013	1	100
10	f1013	r906	1	100
10	f906	r1013	1	100
10	r1016	f53	1	100
10	r53	f1016	1	100
10	r1016	r941	1	100
10	f941	f1016	1	100
10	r1020	r1341	1	100
10	f1341	f1020	1	100
10	r1020	f1361	1	100
10	r1361	f1020	1	100
10	f1020	r14	1	100
10	f14	r1020	1	100
10	f1020	f1701	1	100
10	r1701	r1020	1	100
10	f1020	r194	1	100
10	f194	r1020	1	100
10	f1020	r242	1	100
10	f242	r1020	1	100
10	f1020	f343	1	100
10	r343	r1020	1	100
10	r1020	f458	1	100
10	r458	f1020	1	100
10	f1020	f554	1	100
10	r554	r1020	1	100
10	f1020	r894	1	100
10	f894	r1020	1	100
10	r1021	f1031	1	100
10	r1031	f1021	1	100
10	r1021	r1033	1	100
10	f1033	f1021	1	100
10	r1021	f1090	1	100
10	r1090	f1021	1	100
10	r1021	r1293	1	100
10	f1293	f1021	1	100
10	f1021	r1341	1	100
10	f1341	r1021	1	100
10	r1021	r1350	1	100
10	f1350	f1021	1	100
10	r1021	r157	1	100
10	f157	f1021	1	100
10	r1021	f1642	1	100
10	r1642	f1021	1	100
10	r1021	r368	1	100
10	f368	f1021	1	100
10	r1021	f49	1	100
10	r49	f1021	1	100
10	r1021	f735	1	100
10	r735	f1021	1	100
10	r1021	f779	1	100
10	r779	f1021	1	100
10	r1021	f790	1	100
10	r790	f1021	1	100
10	f1021	r817	1	100
10	f817	r1021	1	100
10	f1024	r210	1	100
10	f210	r1024	1	100
10	f1024	f347	1	100
10	r347	r1024	1	100
10	r1024	r692	1	100
10	f692	f1024	1	100
10	f1024	r94	1	100
10	f94	r1024	1	100
10	f1025	r154	1	100
10	f154	r1025	1	100
10	f1025	r1757	1	100
10	f1757	r1025	1	100
10	f1025	r49	1	100
10	f49	r1025	1	100
10	f1025	f665	1	100
10	r665	r1025	1	100
10	f1025	r747	1	100
10	f747	r1025	1	100
10	f1025	r775	1	100
10	f775	r1025	1	100
10	f1028	f1095	1	100
10	r1095	r1028	1	100
10	f1028	f1754	1	100
10	r1754	r1028	1	100
10	r1028	r209	1	100
10	f209	f1028	1	100
10	f1028	f48	1	100
10	r48	r1028	1	100
10	r1028	r620	1	100
10	f620	f1028	1	100
10	r1028	r684	1	100
10	f684	f1028	1	100
10	f1028	f987	1	100
10	r987	r1028	1	100
10	f1029	r36	1	100
10	f36	r1029	1	100
10	f1029	f629	1	100
10	r629	r1029	1	100
10	f1029	f80	1	100
10	r80	r1029	1	100
10	f1029	f90	1	100
10	r90	r1029	1	100
10	f103	f1030	1	100
10	r1030	r103	1	100
10	f103	r109	10	1000
10	f109	r103	10	1000
10	f103	f1122	1	100
10	r1122	r103	1	100
10	f103	r1651	4	400
10	f1651	r103	4	400
10	f103	r173	1	100
10	f173	r103	1	100
10	f103	r191	1	100
10	f191	r103	1	100
10	f103	r193	1	100
10	f193	r103	1	100
10	f103	f337	1	100
10	r337	r103	1	100
10	f103	r372	1	100
10	f372	r103	1	100
10	f103	f373	1	100
10	r373	r103	1	100
10	f103	f539	1	100
10	r539	r103	1	100
10	f103	r663	1	100
10	f663	r103	1	100
10	f103	f917	1	100
10	r917	r103	1	100
10	f103	f971	1	100
10	r971	r103	1	100
10	r1030	r1118	1	100
10	f1118	f1030	1	100
10	f1030	f22	1	100
10	r22	r1030	1	100
10	r1030	r367	1	100
10	f367	f1030	1	100
10	r1030	f942	1	100
10	r942	f1030	1	100
10	r1031	f130	1	100
10	r130	f1031	1	100
10	f1031	f1509	1	100
10	r1509	r1031	1	100
10	f1031	f1624	1	100
10	r1624	r1031	1	100
10	r1031	r173	1	100
10	f173	f1031	1	100
10	r1031	f1787	1	100
10	r1787	f1031	1	100
10	f1031	f1812	1	100
10	r1812	r1031	1	100
10	f1031	r1865	1	100
10	f1865	r1031	1	100
10	r1031	f1909	1	100
10	r1909	f1031	1	100
10	f1031	f2164	1	100
10	r2164	r1031	1	100
10	f1031	f2197	1	100
10	r2197	r1031	1	100
10	r1031	f299	1	100
10	r299	f1031	1	100
10	f1031	f304	1	100
10	r304	r1031	1	100
10	r1031	f389	1	100
10	r389	f1031	1	100
10	f1031	f399	1	100
10	r399	r1031	1	100
10	f1031	f42	1	100
10	r42	r1031	1	100
10	f1031	r445	1	100
10	f445	r1031	1	100
10	f1031	f450	1	100
10	r450	r1031	1	100
10	f1031	r5	1	100
10	f5	r1031	1	100
10	f1031	f505	1	100
10	r505	r1031	1	100
10	f1031	r517	1	100
10	f517	r1031	1	100
10	r1031	r547	1	100
10	f547	f1031	1	100
10	f1031	f592	1	100
10	r592	r1031	1	100
10	r1031	f665	1	100
10	r665	f1031	1	100
10	f1031	f688	1	100
10	r688	r1031	1	100
10	f1031	f702	1	100
10	r702	r1031	1	100
10	r1031	r77	1	100
10	f77	f1031	1	100
10	r1031	r83	1	100
10	f83	f1031	1	100
10	r1031	f832	1	100
10	r832	f1031	1	100
10	r1031	r933	1	100
10	f933	f1031	1	100
10	f1031	r936	1	100
10	f936	r1031	1	100
10	r1031	f942	1	100
10	r942	f1031	1	100
10	f1031	f965	1	100
10	r965	r1031	1	100
10	r1031	f984	1	100
10	r984	f1031	1	100
10	f1032	r1365	1	100
10	f1365	r1032	1	100
10	f1032	r163	1	100
10	f163	r1032	1	100
10	f1032	r1663	1	100
10	f1663	r1032	1	100
10	r1032	r643	1	100
10	f643	f1032	1	100
10	r1032	r685	1	100
10	f685	f1032	1	100
10	f1032	f83	1	100
10	r83	r1032	1	100
10	r1032	f883	1	100
10	r883	f1032	1	100
10	f1033	f296	1	100
10	r296	r1033	1	100
10	r1033	r513	1	100
10	f513	f1033	1	100
10	f1033	f659	1	100
10	r659	r1033	1	100
10	r1033	r692	1	100
10	f692	f1033	1	100
10	r1033	r781	1	100
10	f781	f1033	1	100
10	r1033	f903	1	100
10	r903	f1033	1	100
10	f1033	f908	1	100
10	r908	r1033	1	100
10	r1034	f1154	1	100
10	r1154	f1034	1	100
10	f1034	r137	1	100
10	f137	r1034	1	100
10	r1034	f1497	1	100
10	r1497	f1034	1	100
10	r1034	r1553	1	100
10	f1553	f1034	1	100
10	f1034	r1703	1	100
10	f1703	r1034	1	100
10	f1034	r1824	1	100
10	f1824	r1034	1	100
10	f1034	r485	1	100
10	f485	r1034	1	100
10	f1034	r491	1	100
10	f491	r1034	1	100
10	r1034	r718	1	100
10	f718	f1034	1	100
10	f1034	f762	4	400
10	r762	r1034	4	400
10	f1034	f942	1	100
10	r942	r1034	1	100
10	r1035	r1137	1	100
10	f1137	f1035	1	100
10	r1035	f1436	6	600
10	r1436	f1035	6	600
10	r1035	f28	1	100
10	r28	f1035	1	100
10	r1035	f375	1	100
10	r375	f1035	1	100
10	f1035	r418	1	100
10	f418	r1035	1	100
10	f1035	r462	1	100
